,Название вакансии,Зарплата,Требуемые навыки,Теги,Компания,Метро,Адрес,Город,Сфера,Общее название профессии,Опыт работы,Образование,Ссылка,Минимальная зарплата,Максимальная зарплата
5393,Курьер на электровелосипеде компании,до 160000 руб.,"['вежливость', 'доставка товаров', 'доставка заказов']",Без тега,ООО Инсторадио,['Гражданский проспект'],"Гражданский проспект,г Санкт-Петербург, пр-кт Просвещения, д 75",Санкт-Петербург,Работа в сфере доставки,Курьер,без опыта,любое,https://spb.rabota.ru/vacancy/54242662/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,160000
5394,Автокурьер,от 170000 руб.,нет,"['Пенсионерам', 'Студентам']",ООО Инсторадио,['Адмиралтейская'],"Адмиралтейская,г Санкт-Петербург",Санкт-Петербург,Работа в сфере доставки,Курьер,без опыта,любое,https://spb.rabota.ru/vacancy/54242222/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,170000,
5395,Менеджер по продажам (отдел утилизации),от 50000 руб.,"['нацеленность на результат', 'умение работать в режиме многозадачности', 'обучаемость', 'заключение договоров', 'ведение переговоров', 'уверенный пользователь ПК', 'консультирование клиентов', 'работа с оргтехникой', 'ведение телефонных переговоров', 'прием входящих звонков', 'выполнение плана продаж', 'заключениe договоров']",['Студентам'],"ООО ""Эколибра""",['Нарвская'],"Нарвская,г Санкт-Петербург, наб Обводного канала, д 148 к 2",Санкт-Петербург,Работа в торговле,Менеджер по продажам,до года,высшее,https://spb.rabota.ru/vacancy/53102553/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,50000,
5396,Кассир,45000— 60000 руб.,нет,"['Быстрый отклик', 'Пенсионерам', 'Людям с инвалидностью']","ООО ""Маркет""",['Бухарестская'],"Бухарестская,г Санкт-Петербург, ул Софийская, д 4 к 3 литера А",Санкт-Петербург,,,без опыта,любое,https://spb.rabota.ru/vacancy/45701405/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,45000,60000
5397,Менеджер по продажам мебельных тканей,80000— 90000 руб.,нет,['Быстрый отклик'],"Эгида-СевероЗапад,ООО",['Шушары'],"Шушары,г Санкт-Петербург, поселок Шушары, 2-й Бадаевский проезд, д 7 к 2 стр 1",Санкт-Петербург,Работа в торговле,Менеджер по продажам,без опыта,любое,https://spb.rabota.ru/vacancy/44697414/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,80000,90000
5398,Кухонный работник,от 65000 руб.,"['пунктуальность', 'приготовление салатов', 'помощь поварам', 'поддержание чистоты и порядка']","['Быстрый отклик', 'Пенсионерам', 'Студентам']","ООО ""Айэфсиэм Групп""","['Ленинский проспект,', 'Московская']","Ленинский проспект, Московская,Ленинградская обл, Ломоносовский р-н, Волхонское шоссе, д 7",Санкт-Петербург,,,без опыта,любое,https://spb.rabota.ru/vacancy/54255987/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,65000,
5399,Повар линии раздачи,от 75000 руб.,"['обучаемость', 'условия хранения продуктов', 'подача блюд', 'контроль качества продуктов']","['Быстрый отклик', 'Пенсионерам', 'Студентам']","ООО ""Айэфсиэм Групп""","['Ленинский проспект,', 'Московская']","Ленинский проспект, Московская,Ленинградская обл, Ломоносовский р-н, Волхонское шоссе, д 7",Санкт-Петербург,Работа в ресторанах,Повар,до года,любое,https://spb.rabota.ru/vacancy/54255986/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,75000,
5400,Токарь-карусельщик 4-5 разряда,от 140000 руб.,нет,"['Быстрый отклик', 'Пенсионерам']","Общество с ограниченной ответственностью ""МашТехнология"" (ООО ""МТ"")",['Кировский завод'],"Кировский завод,г Санкт-Петербург, пр-кт Стачек, д 47 к 2",Санкт-Петербург,Оператор,Оператор станка,от 3 лет,любое,https://spb.rabota.ru/vacancy/40132565/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,140000,
5401,Электрослесарь,от 103500 руб.,"['ремонт электрооборудования', 'обслуживание электрооборудования']",Без тега,АО Ремфасад,['Чкаловская'],"Чкаловская,г Санкт-Петербург, ул Большая Разночинная, д 30",Санкт-Петербург,Слесарь,Слесарь-электрик,от 1 года,любое,https://spb.rabota.ru/vacancy/52290741/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,103500,
5402,Продавец-кассир в кондитерский магазин,60000 руб.,нет,"['Быстрый отклик', 'Пенсионерам']","""Фирменный кондитерский магазин""","['Пушкинская,', 'Достоевская,', 'Звенигородская']","Пушкинская, Достоевская, Звенигородская,г Санкт-Петербург, Загородный пр-кт, д 3/17",Санкт-Петербург,Работа в торговле,Продавец,от 1 года,любое,https://spb.rabota.ru/vacancy/47249168/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,60000,
5403,Продавец-консультант (Воскова 8\5),53000— 61000 руб.,"['ответственность', 'пунктуальность', 'обучаемость', 'доброжелательность', 'вежливость', 'отзывчивость', 'общение с клиентами', 'консультирование покупателей']",Без тега,"ООО ""ВОТОНЯ""","['Горьковская,', 'Чкаловская']","Горьковская, Чкаловская,г Санкт-Петербург, ул Воскова, д 8/5",Санкт-Петербург,,,без опыта,любое,https://spb.rabota.ru/vacancy/54254332/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,53000,61000
5404,Повар,78400— 78500 руб.,"['ответственность', 'организаторские способности', 'умение работать в команде', 'обучаемость', 'контроль качества', 'учет товара']","['Пенсионерам', 'Студентам', 'Людям с инвалидностью']",Ашан (сеть гипермаркетов),['Обводный канал'],"Обводный канал,г Санкт-Петербург, ул Боровая, д 47",Санкт-Петербург,Работа в ресторанах,Повар,без опыта,любое,https://spb.rabota.ru/vacancy/54254180/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,78400,78500
5405,Продавец-кассир в кондитерский магазин,60000 руб.,нет,"['Быстрый отклик', 'Пенсионерам']","""Фирменный кондитерский магазин""",['Ленинский проспект'],"Ленинский проспект,г Санкт-Петербург, Ленинский пр-кт, д 124",Санкт-Петербург,Работа в торговле,Продавец,от 1 года,любое,https://spb.rabota.ru/vacancy/48863769/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,60000,
5406,Кладовщик,46000 руб.,нет,['Быстрый отклик'],"Экспресс-почта, ООО",['Обухово'],"Обухово,г Санкт-Петербург, пр-кт Обуховской Обороны, д 295 литера АК",Санкт-Петербург,Работа на складах,Кладовщик,без опыта,среднее,https://spb.rabota.ru/vacancy/44510607/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,46000,
5407,Инженер-конструктор по проектированию оптико-электронных механических приборов,по договоренности,['работа с технической документацией'],Без тега,АО &quot;Аметист-Стан&quot;,['Адмиралтейская'],"Адмиралтейская,г Санкт-Петербург",Санкт-Петербург,Инженер-радиоэлектронщик,Электронщик,от 1 года,среднее,https://spb.rabota.ru/vacancy/54211976/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,
5408,Официант-бармен,60000— 70000 руб.,"['пунктуальность', 'умение работать в режиме многозадачности', 'вежливость']","['Быстрый отклик', 'Студентам']","Группа компаний ""Ареал""",['Нарвская'],"Нарвская,г Санкт-Петербург, ул Курляндская, д 35 литера К",Санкт-Петербург,Работа в ресторанах,Бармен,без опыта,любое,https://spb.rabota.ru/vacancy/43162407/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,60000,70000
5409,Подсобный рабочий,84000 руб.,['подсобные работы'],Без тега,ООО Строительная компания «ТиС»,['Спортивная'],"Спортивная,г Санкт-Петербург, Петровский пр-кт, д 2",Санкт-Петербург,,,без опыта,любое,https://spb.rabota.ru/vacancy/42683421/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,84000,
5411,Дворник,от 35000 руб.,"['аккуратность', 'уборка', 'уборка территории', 'дворник']","['Быстрый отклик', 'Пенсионерам', 'Студентам', 'Людям с инвалидностью']","АО ""Новбытхим""",['Нарвская'],"Нарвская,г Санкт-Петербург, Химический пер, д 7",Санкт-Петербург,,,без опыта,любое,https://spb.rabota.ru/vacancy/41865871/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,35000,
